9.900000000000000000e+03,9.887000000000000000e+03,9.871000000000000000e+03,9.840000000000000000e+03,9.810000000000000000e+03,9.766000000000000000e+03,9.719000000000000000e+03,9.658000000000000000e+03,9.603000000000000000e+03,9.548000000000000000e+03,9.452000000000000000e+03,9.376000000000000000e+03,9.283000000000000000e+03,9.162000000000000000e+03,9.039000000000000000e+03,8.902000000000000000e+03,8.773000000000000000e+03,8.629000000000000000e+03,8.444000000000000000e+03,8.285000000000000000e+03,8.092000000000000000e+03,7.902000000000000000e+03,7.698000000000000000e+03,7.456000000000000000e+03,7.250000000000000000e+03,7.037000000000000000e+03,6.818000000000000000e+03,6.601000000000000000e+03,6.349000000000000000e+03,6.120000000000000000e+03,5.836000000000000000e+03,5.597000000000000000e+03,5.347000000000000000e+03,5.108000000000000000e+03,4.851000000000000000e+03,4.620000000000000000e+03,4.398000000000000000e+03,4.174000000000000000e+03,3.940000000000000000e+03,3.718000000000000000e+03,3.493000000000000000e+03,3.286000000000000000e+03,3.116000000000000000e+03,2.948000000000000000e+03,2.789000000000000000e+03,2.616000000000000000e+03,2.439000000000000000e+03,2.282000000000000000e+03,2.121000000000000000e+03,1.960000000000000000e+03,1.799000000000000000e+03,1.674000000000000000e+03,1.525000000000000000e+03,1.404000000000000000e+03,1.286000000000000000e+03,1.200000000000000000e+03,1.096000000000000000e+03,1.015000000000000000e+03,9.390000000000000000e+02,8.490000000000000000e+02,7.830000000000000000e+02
9.900000000000000000e+03,9.877000000000000000e+03,9.848000000000000000e+03,9.817000000000000000e+03,9.785000000000000000e+03,9.745000000000000000e+03,9.697000000000000000e+03,9.633000000000000000e+03,9.568000000000000000e+03,9.502000000000000000e+03,9.404000000000000000e+03,9.314000000000000000e+03,9.212000000000000000e+03,9.084000000000000000e+03,8.986000000000000000e+03,8.861000000000000000e+03,8.722000000000000000e+03,8.575000000000000000e+03,8.383000000000000000e+03,8.234000000000000000e+03,8.039000000000000000e+03,7.856000000000000000e+03,7.625000000000000000e+03,7.435000000000000000e+03,7.220000000000000000e+03,6.984000000000000000e+03,6.766000000000000000e+03,6.578000000000000000e+03,6.346000000000000000e+03,6.103000000000000000e+03,5.869000000000000000e+03,5.614000000000000000e+03,5.348000000000000000e+03,5.119000000000000000e+03,4.854000000000000000e+03,4.592000000000000000e+03,4.347000000000000000e+03,4.113000000000000000e+03,3.861000000000000000e+03,3.631000000000000000e+03,3.430000000000000000e+03,3.210000000000000000e+03,2.970000000000000000e+03,2.775000000000000000e+03,2.581000000000000000e+03,2.362000000000000000e+03,2.155000000000000000e+03,1.973000000000000000e+03,1.800000000000000000e+03,1.638000000000000000e+03,1.476000000000000000e+03,1.313000000000000000e+03,1.175000000000000000e+03,1.044000000000000000e+03,9.440000000000000000e+02,8.390000000000000000e+02,7.470000000000000000e+02,6.540000000000000000e+02,5.650000000000000000e+02,4.810000000000000000e+02,4.190000000000000000e+02
9.900000000000000000e+03,9.883000000000000000e+03,9.859000000000000000e+03,9.833000000000000000e+03,9.797000000000000000e+03,9.743000000000000000e+03,9.680000000000000000e+03,9.610000000000000000e+03,9.552000000000000000e+03,9.482000000000000000e+03,9.383000000000000000e+03,9.275000000000000000e+03,9.163000000000000000e+03,9.037000000000000000e+03,8.908000000000000000e+03,8.772000000000000000e+03,8.615000000000000000e+03,8.437000000000000000e+03,8.262000000000000000e+03,8.057000000000000000e+03,7.865000000000000000e+03,7.665000000000000000e+03,7.441000000000000000e+03,7.209000000000000000e+03,6.971000000000000000e+03,6.744000000000000000e+03,6.519000000000000000e+03,6.243000000000000000e+03,6.013000000000000000e+03,5.766000000000000000e+03,5.553000000000000000e+03,5.296000000000000000e+03,5.050000000000000000e+03,4.818000000000000000e+03,4.582000000000000000e+03,4.337000000000000000e+03,4.101000000000000000e+03,3.865000000000000000e+03,3.641000000000000000e+03,3.426000000000000000e+03,3.194000000000000000e+03,2.989000000000000000e+03,2.767000000000000000e+03,2.544000000000000000e+03,2.321000000000000000e+03,2.136000000000000000e+03,1.958000000000000000e+03,1.778000000000000000e+03,1.616000000000000000e+03,1.465000000000000000e+03,1.326000000000000000e+03,1.186000000000000000e+03,1.064000000000000000e+03,9.440000000000000000e+02,8.420000000000000000e+02,7.290000000000000000e+02,6.510000000000000000e+02,5.690000000000000000e+02,4.850000000000000000e+02,4.290000000000000000e+02,3.730000000000000000e+02
9.900000000000000000e+03,9.887000000000000000e+03,9.866000000000000000e+03,9.843000000000000000e+03,9.821000000000000000e+03,9.791000000000000000e+03,9.738000000000000000e+03,9.693000000000000000e+03,9.634000000000000000e+03,9.578000000000000000e+03,9.512000000000000000e+03,9.438000000000000000e+03,9.363000000000000000e+03,9.275000000000000000e+03,9.153000000000000000e+03,9.036000000000000000e+03,8.912000000000000000e+03,8.783000000000000000e+03,8.625000000000000000e+03,8.454000000000000000e+03,8.275000000000000000e+03,8.105000000000000000e+03,7.927000000000000000e+03,7.739000000000000000e+03,7.555000000000000000e+03,7.350000000000000000e+03,7.141000000000000000e+03,6.917000000000000000e+03,6.693000000000000000e+03,6.460000000000000000e+03,6.218000000000000000e+03,5.978000000000000000e+03,5.713000000000000000e+03,5.477000000000000000e+03,5.214000000000000000e+03,4.945000000000000000e+03,4.689000000000000000e+03,4.448000000000000000e+03,4.204000000000000000e+03,3.953000000000000000e+03,3.734000000000000000e+03,3.490000000000000000e+03,3.265000000000000000e+03,3.069000000000000000e+03,2.843000000000000000e+03,2.621000000000000000e+03,2.396000000000000000e+03,2.220000000000000000e+03,2.049000000000000000e+03,1.867000000000000000e+03,1.684000000000000000e+03,1.543000000000000000e+03,1.387000000000000000e+03,1.259000000000000000e+03,1.127000000000000000e+03,1.025000000000000000e+03,9.170000000000000000e+02,8.290000000000000000e+02,7.300000000000000000e+02,6.450000000000000000e+02,5.580000000000000000e+02
9.900000000000000000e+03,9.883000000000000000e+03,9.851000000000000000e+03,9.821000000000000000e+03,9.792000000000000000e+03,9.758000000000000000e+03,9.711000000000000000e+03,9.652000000000000000e+03,9.585000000000000000e+03,9.512000000000000000e+03,9.437000000000000000e+03,9.348000000000000000e+03,9.245000000000000000e+03,9.118000000000000000e+03,8.997000000000000000e+03,8.838000000000000000e+03,8.682000000000000000e+03,8.516000000000000000e+03,8.333000000000000000e+03,8.126000000000000000e+03,7.927000000000000000e+03,7.734000000000000000e+03,7.521000000000000000e+03,7.265000000000000000e+03,7.053000000000000000e+03,6.806000000000000000e+03,6.516000000000000000e+03,6.264000000000000000e+03,5.983000000000000000e+03,5.729000000000000000e+03,5.481000000000000000e+03,5.236000000000000000e+03,4.939000000000000000e+03,4.674000000000000000e+03,4.385000000000000000e+03,4.131000000000000000e+03,3.894000000000000000e+03,3.639000000000000000e+03,3.381000000000000000e+03,3.148000000000000000e+03,2.920000000000000000e+03,2.704000000000000000e+03,2.490000000000000000e+03,2.318000000000000000e+03,2.115000000000000000e+03,1.946000000000000000e+03,1.792000000000000000e+03,1.639000000000000000e+03,1.498000000000000000e+03,1.365000000000000000e+03,1.247000000000000000e+03,1.122000000000000000e+03,9.960000000000000000e+02,8.880000000000000000e+02,7.900000000000000000e+02,6.920000000000000000e+02,5.990000000000000000e+02,5.240000000000000000e+02,4.510000000000000000e+02,3.940000000000000000e+02,3.450000000000000000e+02
9.900000000000000000e+03,9.882000000000000000e+03,9.854000000000000000e+03,9.825000000000000000e+03,9.784000000000000000e+03,9.736000000000000000e+03,9.697000000000000000e+03,9.647000000000000000e+03,9.576000000000000000e+03,9.503000000000000000e+03,9.435000000000000000e+03,9.341000000000000000e+03,9.246000000000000000e+03,9.130000000000000000e+03,9.003000000000000000e+03,8.862000000000000000e+03,8.730000000000000000e+03,8.572000000000000000e+03,8.412000000000000000e+03,8.235000000000000000e+03,8.067000000000000000e+03,7.869000000000000000e+03,7.656000000000000000e+03,7.461000000000000000e+03,7.251000000000000000e+03,7.023000000000000000e+03,6.780000000000000000e+03,6.534000000000000000e+03,6.310000000000000000e+03,6.092000000000000000e+03,5.817000000000000000e+03,5.578000000000000000e+03,5.320000000000000000e+03,5.095000000000000000e+03,4.848000000000000000e+03,4.604000000000000000e+03,4.369000000000000000e+03,4.140000000000000000e+03,3.921000000000000000e+03,3.699000000000000000e+03,3.475000000000000000e+03,3.242000000000000000e+03,3.033000000000000000e+03,2.821000000000000000e+03,2.664000000000000000e+03,2.496000000000000000e+03,2.337000000000000000e+03,2.164000000000000000e+03,2.010000000000000000e+03,1.849000000000000000e+03,1.693000000000000000e+03,1.546000000000000000e+03,1.414000000000000000e+03,1.290000000000000000e+03,1.167000000000000000e+03,1.043000000000000000e+03,9.450000000000000000e+02,8.490000000000000000e+02,7.400000000000000000e+02,6.380000000000000000e+02,5.730000000000000000e+02
9.900000000000000000e+03,9.872000000000000000e+03,9.850000000000000000e+03,9.822000000000000000e+03,9.787000000000000000e+03,9.748000000000000000e+03,9.699000000000000000e+03,9.664000000000000000e+03,9.605000000000000000e+03,9.538000000000000000e+03,9.474000000000000000e+03,9.403000000000000000e+03,9.308000000000000000e+03,9.191000000000000000e+03,9.074000000000000000e+03,8.936000000000000000e+03,8.778000000000000000e+03,8.616000000000000000e+03,8.443000000000000000e+03,8.259000000000000000e+03,8.067000000000000000e+03,7.896000000000000000e+03,7.690000000000000000e+03,7.484000000000000000e+03,7.269000000000000000e+03,7.066000000000000000e+03,6.832000000000000000e+03,6.580000000000000000e+03,6.309000000000000000e+03,6.045000000000000000e+03,5.772000000000000000e+03,5.501000000000000000e+03,5.231000000000000000e+03,4.956000000000000000e+03,4.679000000000000000e+03,4.411000000000000000e+03,4.182000000000000000e+03,3.951000000000000000e+03,3.687000000000000000e+03,3.450000000000000000e+03,3.230000000000000000e+03,3.012000000000000000e+03,2.778000000000000000e+03,2.578000000000000000e+03,2.397000000000000000e+03,2.213000000000000000e+03,2.036000000000000000e+03,1.843000000000000000e+03,1.688000000000000000e+03,1.540000000000000000e+03,1.406000000000000000e+03,1.257000000000000000e+03,1.130000000000000000e+03,9.950000000000000000e+02,8.910000000000000000e+02,7.930000000000000000e+02,7.080000000000000000e+02,6.290000000000000000e+02,5.680000000000000000e+02,4.820000000000000000e+02,4.090000000000000000e+02
9.900000000000000000e+03,9.884000000000000000e+03,9.864000000000000000e+03,9.843000000000000000e+03,9.803000000000000000e+03,9.775000000000000000e+03,9.732000000000000000e+03,9.683000000000000000e+03,9.618000000000000000e+03,9.550000000000000000e+03,9.462000000000000000e+03,9.389000000000000000e+03,9.290000000000000000e+03,9.193000000000000000e+03,9.079000000000000000e+03,8.955000000000000000e+03,8.813000000000000000e+03,8.657000000000000000e+03,8.491000000000000000e+03,8.307000000000000000e+03,8.125000000000000000e+03,7.943000000000000000e+03,7.756000000000000000e+03,7.556000000000000000e+03,7.368000000000000000e+03,7.178000000000000000e+03,6.964000000000000000e+03,6.733000000000000000e+03,6.508000000000000000e+03,6.272000000000000000e+03,6.006000000000000000e+03,5.768000000000000000e+03,5.515000000000000000e+03,5.239000000000000000e+03,4.994000000000000000e+03,4.772000000000000000e+03,4.550000000000000000e+03,4.338000000000000000e+03,4.133000000000000000e+03,3.914000000000000000e+03,3.703000000000000000e+03,3.508000000000000000e+03,3.305000000000000000e+03,3.128000000000000000e+03,2.949000000000000000e+03,2.773000000000000000e+03,2.580000000000000000e+03,2.431000000000000000e+03,2.255000000000000000e+03,2.116000000000000000e+03,1.967000000000000000e+03,1.820000000000000000e+03,1.682000000000000000e+03,1.555000000000000000e+03,1.444000000000000000e+03,1.364000000000000000e+03,1.261000000000000000e+03,1.158000000000000000e+03,1.068000000000000000e+03,9.830000000000000000e+02,8.990000000000000000e+02
9.900000000000000000e+03,9.879000000000000000e+03,9.854000000000000000e+03,9.821000000000000000e+03,9.791000000000000000e+03,9.747000000000000000e+03,9.689000000000000000e+03,9.630000000000000000e+03,9.565000000000000000e+03,9.478000000000000000e+03,9.396000000000000000e+03,9.290000000000000000e+03,9.180000000000000000e+03,9.071000000000000000e+03,8.953000000000000000e+03,8.819000000000000000e+03,8.677000000000000000e+03,8.534000000000000000e+03,8.365000000000000000e+03,8.227000000000000000e+03,8.038000000000000000e+03,7.861000000000000000e+03,7.653000000000000000e+03,7.464000000000000000e+03,7.253000000000000000e+03,7.041000000000000000e+03,6.830000000000000000e+03,6.620000000000000000e+03,6.402000000000000000e+03,6.175000000000000000e+03,5.952000000000000000e+03,5.731000000000000000e+03,5.515000000000000000e+03,5.274000000000000000e+03,5.056000000000000000e+03,4.810000000000000000e+03,4.596000000000000000e+03,4.351000000000000000e+03,4.136000000000000000e+03,3.910000000000000000e+03,3.674000000000000000e+03,3.456000000000000000e+03,3.273000000000000000e+03,3.088000000000000000e+03,2.885000000000000000e+03,2.689000000000000000e+03,2.512000000000000000e+03,2.349000000000000000e+03,2.205000000000000000e+03,2.074000000000000000e+03,1.928000000000000000e+03,1.800000000000000000e+03,1.672000000000000000e+03,1.551000000000000000e+03,1.440000000000000000e+03,1.320000000000000000e+03,1.231000000000000000e+03,1.131000000000000000e+03,1.029000000000000000e+03,9.390000000000000000e+02,8.680000000000000000e+02
9.900000000000000000e+03,9.876000000000000000e+03,9.844000000000000000e+03,9.817000000000000000e+03,9.787000000000000000e+03,9.738000000000000000e+03,9.681000000000000000e+03,9.619000000000000000e+03,9.545000000000000000e+03,9.470000000000000000e+03,9.383000000000000000e+03,9.285000000000000000e+03,9.178000000000000000e+03,9.059000000000000000e+03,8.954000000000000000e+03,8.803000000000000000e+03,8.679000000000000000e+03,8.527000000000000000e+03,8.349000000000000000e+03,8.180000000000000000e+03,7.984000000000000000e+03,7.797000000000000000e+03,7.599000000000000000e+03,7.424000000000000000e+03,7.197000000000000000e+03,7.002000000000000000e+03,6.769000000000000000e+03,6.540000000000000000e+03,6.302000000000000000e+03,6.044000000000000000e+03,5.816000000000000000e+03,5.582000000000000000e+03,5.348000000000000000e+03,5.093000000000000000e+03,4.855000000000000000e+03,4.618000000000000000e+03,4.366000000000000000e+03,4.126000000000000000e+03,3.902000000000000000e+03,3.695000000000000000e+03,3.494000000000000000e+03,3.280000000000000000e+03,3.088000000000000000e+03,2.893000000000000000e+03,2.705000000000000000e+03,2.522000000000000000e+03,2.369000000000000000e+03,2.168000000000000000e+03,1.990000000000000000e+03,1.808000000000000000e+03,1.655000000000000000e+03,1.536000000000000000e+03,1.394000000000000000e+03,1.290000000000000000e+03,1.172000000000000000e+03,1.046000000000000000e+03,9.420000000000000000e+02,8.450000000000000000e+02,7.430000000000000000e+02,6.500000000000000000e+02,5.680000000000000000e+02
